-12500,20.7845,-29.6834
-12493.9,24.0665,-10.5994
-12487.8,-4.05,22.9546
-12481.7,-27.3466,31.9655
-12475.6,-13.8506,17.5009
-12469.5,-9.69527,24.0259
-12463.4,-22.7255,21.5916
-12457.3,-28.4124,2.40248
-12451.2,-28.8775,-5.53893
-12445.1,-28.049,-6.62762
-12439,-25.8503,-1.75451
-12432.9,-10.8703,-9.50334
-12426.8,8.28578,-14.1647
-12420.7,19.3169,4.80372
-12414.5,16.2593,18.163
-12408.4,-5.95554,-3.61509
-12402.3,-8.87616,-34.5795
-12396.2,13.2115,-38.054
-12390.1,9.90654,-35.5962
-12384,16.7937,-25.2138
-12377.9,29.6403,-5.77957
-12371.8,-13.1874,-26.4736
-12365.7,-25.8781,-45.1727
-12359.6,-1.50436,-11.3125
-12353.5,3.56588,17.9753
-12347.4,27.1578,21.7169
-12341.3,50.6688,0.934425
-12335.2,13.4646,-24.5883
-12329.1,-26.3944,-24.8471
-12323,8.09182,-2.82928
-12316.9,33.7704,10.4648
-12310.8,-2.84531,-8.57616
-12304.7,-26.1174,-8.55102
-12298.6,-17.8658,16.4496
-12292.5,-23.4051,17.266
-12286.4,-28.5752,0.85981
-12280.3,6.19384,-5.19357
-12274.2,40.1915,-5.05355
-12268.1,22.3679,1.55964
-12262,-2.30545,36.086
-12255.9,-13.6781,33.184
-12249.8,-3.80511,-14.7334
-12243.7,29.3551,-33.1548
-12237.5,5.44875,-33.4664
-12231.4,-48.8391,-21.7534
-12225.3,-47.8892,-17.4869
-12219.2,-7.34676,-22.294
-12213.1,6.44807,-12.2845
-12207,-30.0248,-16.8169
-12200.9,-42.669,-15.0494
-12194.8,-15.2049,-9.14349
-12188.7,18.3288,-41.2548
-12182.6,36.3366,-52.7798
-12176.5,8.3216,-17.263
-12170.4,-22.035,4.90043
-12164.3,-12.9542,-10.9033
-12158.2,2.60994,-14.1034
-12152.1,-8.43705,16.7178
-12146,-20.4224,30.7935
-12139.9,5.73103,14.6663
-12133.8,30.7074,1.69858
-12127.7,-0.57384,14.4572
-12121.6,-35.4656,18.7808
-12115.5,-27.3725,6.5532
-12109.4,-22.5967,4.05508
-12103.3,-5.39834,8.90951
-12097.2,25.2737,24.3682
-12091.1,20.8415,7.60151
-12085,14.3724,-24.0165
-12078.9,8.9166,-10.9645
-12072.8,3.31079,-7.22039
-12066.6,1.43962,-20.3714
-12060.5,-28.9637,-16.1974
-12054.4,-32.0328,-19.7074
-12048.3,10.0684,-20.1177
-12042.2,24.7649,-5.26554
-12036.1,15.9092,-17.9933
-12030,16.6514,-38.3486
-12023.9,-1.79462,-37.9161
-12017.8,-44.7418,-40.4836
-12011.7,-46.1642,-25.5642
-12005.6,-28.3358,-11.8427
-11999.5,-35.5951,-5.18267
-11993.4,-17.9816,9.45698
-11987.3,-3.60912,-3.35365
-11981.2,3.09756,-16.2582
-11975.1,20.1422,-17.4206
-11969,-11.0391,-23.0691
-11962.9,-35.7901,-16.8062
-11956.8,-4.92508,-4.74208
-11950.7,9.51618,12.3332
-11944.6,4.25879,15.3061
-11938.5,19.9782,14.8305
-11932.4,8.02018,34.318
-11926.3,-37.9854,36.5886
-11920.2,-43.951,15.1656
-11914.1,-13.1649,2.09031
-11908,-16.2718,11.8051
-11901.9,-28.3229,11.4841
-11895.8,-21.2173,-2.74653
-11889.6,-17.5976,2.0155
-11883.5,11.459,17.0803
-11877.4,14.0401,39.0646
-11871.3,-10.1268,39.4255
-11865.2,-2.15973,-0.206062
-11859.1,-7.45244,-18.6744
-11853,-24.1632,-5.83972
-11846.9,-9.8346,1.81802
-11840.8,21.8063,15.8273
-11834.7,23.2689,41.4677
-11828.6,3.78391,40.4643
-11822.5,-1.50509,11.5637
-11816.4,3.71272,-8.06654
-11810.3,10.9125,2.22904
-11804.2,0.786805,20.3344
-11798.1,-6.97056,28.6992
-11792,10.5549,40.9809
-11785.9,15.3463,31.6432
-11779.8,-2.2691,8.03741
-11773.7,-5.49493,11.2925
-11767.6,2.35398,19.3528
-11761.5,-5.45991,19.7299
-11755.4,-23.7405,25.2046
-11749.3,-27.0695,17.1305
-11743.2,0.766432,1.37652
-11737.1,18.1972,1.5166
-11731,17.4137,3.13544
-11724.9,39.2489,-5.50784
-11718.7,41.0793,-13.6044
-11712.6,7.1585,12.4784
-11706.5,-18.5663,40.6023
-11700.4,-30.7501,8.79082
-11694.3,-38.3853,-33.469
-11688.2,-26.2413,-37.8452
-11682.1,-0.505092,-12.5787
-11676,-14.4487,3.74154
-11669.9,-31.4891,-2.62145
-11663.8,-3.63279,10.2068
-11657.7,7.1575,30.7346
-11651.6,0.0161324,21.7152
-11645.5,11.6842,-1.58709
-11639.4,8.30052,-22.484
-11633.3,-10.0707,-31.9972
-11627.2,-6.27563,-9.93224
-11621.1,8.9524,16.0977
-11615,15.6272,17.1017
-11608.9,13.0372,1.89006
-11602.8,-2.29485,-6.72929
-11596.7,-14.207,12.7112
-11590.6,-14.0678,18.3697
-11584.5,-20.5503,-6.18657
-11578.4,-17.7766,-10.9073
-11572.3,-6.05038,8.82275
-11566.2,-14.1522,12.2052
-11560.1,-12.5043,12.9167
-11554,18.0119,32.2513
-11547.8,37.7333,43.8938
-11541.7,15.7579,24.8177
-11535.6,-11.9788,6.80907
-11529.5,-11.9455,17.2003
-11523.4,-6.48457,24.9816
-11517.3,0.934996,6.80154
-11511.2,7.46595,-32.7228
-11505.1,1.10184,-35.1875
-11499,-5.93111,0.610912
-11492.9,-1.10202,34.6624
-11486.8,6.59613,56.9185
-11480.7,-1.99683,43.4633
-11474.6,-10.5581,17.4417
-11468.5,-4.8023,23.6444
-11462.4,-13.4653,18.9564
-11456.3,-30.1322,-7.57541
