-3276.8,1.10153
-3276.4,0.768906
-3276,0.805323
-3275.6,0.962335
-3275.2,1.03811
-3274.8,0.793697
-3274.4,0.561592
-3274,0.657081
-3273.6,0.856878
-3273.2,0.941902
-3272.8,0.921764
-3272.4,0.961153
-3272,0.968026
-3271.6,1.01272
-3271.2,1.04393
-3270.8,1.05452
-3270.4,1.15734
-3270,0.938745
-3269.6,1.22244
-3269.2,1.30804
-3268.8,0.903254
-3268.4,1.18283
-3268,1.16663
-3267.6,1.24979
-3267.2,1.32135
-3266.8,1.29673
-3266.4,1.40161
-3266,1.48658
-3265.6,1.28852
-3265.2,1.59497
-3264.8,1.52245
-3264.4,1.71469
-3264,1.67013
-3263.6,1.58056
-3263.2,1.74939
-3262.8,1.80965
-3262.4,1.9036
-3262,1.78695
-3261.6,1.63787
-3261.2,2.05372
-3260.8,1.90705
-3260.4,1.87791
-3260,1.91513
-3259.6,1.90984
-3259.2,1.81102
-3258.8,1.97543
-3258.4,1.9688
-3258,2.09089
-3257.6,2.20684
-3257.2,2.28787
-3256.8,2.14276
-3256.4,2.42732
-3256,2.26965
-3255.6,2.22706
-3255.2,2.36749
-3254.8,2.30382
-3254.4,2.42542
-3254,2.29827
-3253.6,2.56313
-3253.2,2.51263
-3252.8,2.56924
-3252.4,2.42277
-3252,3.17732
-3251.6,2.50988
-3251.2,2.80068
-3250.8,2.89268
-3250.4,2.7464
-3250,3.09283
-3249.6,2.84228
-3249.2,2.88775
-3248.8,3.04358
-3248.4,2.97989
-3248,3.1463
-3247.6,2.79035
-3247.2,2.86921
-3246.8,3.18625
-3246.4,3.42089
-3246,3.29296
-3245.6,3.33159
-3245.2,3.39436
-3244.8,3.46759
-3244.4,3.23679
-3244,3.3083
-3243.6,3.55857
-3243.2,3.53117
-3242.8,3.44023
-3242.4,3.35312
-3242,3.48171
-3241.6,3.76792
-3241.2,3.79645
-3240.8,3.7297
-3240.4,3.41849
-3240,3.77569
-3239.6,3.83736
-3239.2,4.01698
-3238.8,3.81992
-3238.4,3.92238
-3238,3.93977
-3237.6,4.15194
-3237.2,4.23988
-3236.8,3.826
-3236.4,3.95708
-3236,4.07307
-3235.6,4.29562
-3235.2,4.1815
-3234.8,4.091
-3234.4,3.98072
-3234,4.36093
-3233.6,4.23131
-3233.2,4.22395
-3232.8,4.1414
-3232.4,4.34107
-3232,4.21191
-3231.6,4.38021
-3231.2,4.35591
-3230.8,4.44558
-3230.4,4.35767
-3230,4.56034
-3229.6,4.47859
-3229.2,4.62082
-3228.8,4.46098
-3228.4,4.68256
-3228,4.76164
-3227.6,4.70825
-3227.2,4.70095
-3226.8,4.74086
-3226.4,4.76469
-3226,4.81043
-3225.6,4.83778
-3225.2,4.95083
-3224.8,5.27972
-3224.4,4.8574
-3224,4.97559
-3223.6,4.93724
-3223.2,4.73804
-3222.8,5.18058
-3222.4,5.05022
-3222,5.20007
-3221.6,5.34034
-3221.2,5.33361
-3220.8,5.40284
-3220.4,5.10115
-3220,5.12889
-3219.6,5.38952
-3219.2,5.29224
-3218.8,5.32836
-3218.4,5.47513
-3218,5.37137
-3217.6,5.41836
-3217.2,5.70476
-3216.8,5.53774
-3216.4,5.52977
-3216,5.40672
-3215.6,5.43836
-3215.2,5.78492
-3214.8,5.61617
-3214.4,5.85678
-3214,5.59478
-3213.6,5.72412
-3213.2,5.6888
-3212.8,5.63281
-3212.4,5.73245
-3212,5.75303
-3211.6,5.68191
-3211.2,5.79634
-3210.8,5.95982
-3210.4,5.87097
-3210,5.92691
-3209.6,6.08633
-3209.2,6.03851
-3208.8,5.84159
-3208.4,6.06912
-3208,6.12412
-3207.6,6.15743
-3207.2,6.07005
-3206.8,5.90711
-3206.4,6.11776
-3206,6.3152
-3205.6,6.15068
-3205.2,6.20938
-3204.8,6.16516
-3204.4,6.29027
-3204,6.05844
-3203.6,6.17833
-3203.2,6.04899
-3202.8,6.22171
-3202.4,6.47843
-3202,6.52926
-3201.6,6.31047
-3201.2,6.32591
-3200.8,6.14026
-3200.4,6.51967
-3200,6.65653
-3199.6,6.45073
-3199.2,6.39519
-3198.8,6.28849
-3198.4,6.63551
-3198,6.28846
-3197.6,6.70535
-3197.2,6.58368
-3196.8,6.48078
-3196.4,6.80459
-3196,6.4326
-3195.6,6.65087
-3195.2,6.73088
-3194.8,6.75689
-3194.4,6.7485
-3194,6.62354
-3193.6,6.63418
-3193.2,6.58959
-3192.8,6.66912
-3192.4,6.95685
-3192,6.55511
-3191.6,6.79355
-3191.2,6.84455
-3190.8,6.8954
-3190.4,7.11013
-3190,6.97485
-3189.6,7.02371
-3189.2,6.86552
-3188.8,6.97657
-3188.4,6.92013
-3188,6.97816
-3187.6,6.8699
-3187.2,6.94304
-3186.8,6.90459
-3186.4,6.68114
-3186,6.96786
-3185.6,7.14874
-3185.2,6.89567
-3184.8,7.00184
-3184.4,6.97699
-3184,7.07636
-3183.6,7.18455
-3183.2,6.68834
-3182.8,7.36783
-3182.4,6.97752
-3182,7.13929
-3181.6,7.02174
-3181.2,6.78398
-3180.8,7.1091
-3180.4,7.04302
-3180,7.14612
-3179.6,7.19129
-3179.2,7.03354
-3178.8,7.02876
-3178.4,6.98451
-3178,7.17864
-3177.6,7.06341
-3177.2,6.85916
-3176.8,7.04338
-3176.4,7.04649
-3176,7.19782
-3175.6,7.41222
-3175.2,6.90965
-3174.8,7.22931
-3174.4,7.20989
-3174,7.32142
-3173.6,7.03731
-3173.2,7.0378
-3172.8,7.2939
-3172.4,7.12517
-3172,6.97936
-3171.6,7.29579
-3171.2,7.32823
-3170.8,7.328
-3170.4,7.03442
-3170,7.12092
-3169.6,7.29536
-3169.2,7.15496
-3168.8,7.24578
-3168.4,7.1307
-3168,7.16374
-3167.6,7.30956
-3167.2,7.21641
-3166.8,7.21255
-3166.4,7.23778
-3166,7.09024
-3165.6,7.17997
-3165.2,7.36745
-3164.8,6.94731
-3164.4,7.17728
-3164,7.36644
-3163.6,7.27313
-3163.2,7.14702
-3162.8,7.08817
-3162.4,7.25021
-3162,7.21129
-3161.6,7.21476
-3161.2,7.22748
-3160.8,7.08831
-3160.4,7.20978
-3160,7.2298
-3159.6,6.89697
-3159.2,7.07191
-3158.8,7.38997
-3158.4,6.89868
-3158,7.11709
-3157.6,7.21465
-3157.2,7.07568
-3156.8,7.10741
-3156.4,6.89245
-3156,7.04078
-3155.6,7.21843
-3155.2,7.21179
-3154.8,7.31046
-3154.4,7.38372
-3154,7.30959
-3153.6,7.15913
-3153.2,7.02967
-3152.8,7.32572
-3152.4,6.90483
-3152,7.50833
-3151.6,7.21218
-3151.2,6.91566
-3150.8,7.17348
-3150.4,6.99576
-3150,6.96769
-3149.6,7.03274
-3149.2,7.08376
-3148.8,7.10769
-3148.4,6.88743
-3148,6.94646
-3147.6,6.95093
-3147.2,6.7433
-3146.8,7.05775
-3146.4,6.93469
-3146,6.91205
-3145.6,6.99017
-3145.2,6.83818
-3144.8,6.96233
-3144.4,6.94124
-3144,6.99617
-3143.6,6.77111
-3143.2,7.02844
-3142.8,6.99104
-3142.4,6.89954
-3142,6.83081
-3141.6,6.95635
-3141.2,6.90713
-3140.8,6.92261
-3140.4,6.68138
-3140,6.91875
-3139.6,6.9582
-3139.2,6.57267
-3138.8,6.87262
-3138.4,6.63772
-3138,6.81756
-3137.6,6.75266
-3137.2,6.76775
-3136.8,6.80453
-3136.4,6.87745
-3136,6.65396
-3135.6,6.80741
-3135.2,6.74305
-3134.8,6.52188
-3134.4,6.6684
-3134,6.44421
-3133.6,6.73084
-3133.2,6.6105
-3132.8,6.50401
-3132.4,6.55718
-3132,6.61289
-3131.6,6.46453
-3131.2,6.44831
-3130.8,6.48237
-3130.4,6.5175
-3130,6.47872
-3129.6,6.49308
-3129.2,6.45319
-3128.8,6.50205
-3128.4,6.5214
-3128,6.32564
-3127.6,6.66005
-3127.2,6.37777
-3126.8,6.17865
-3126.4,6.68004
-3126,6.2649
-3125.6,6.39556
-3125.2,6.75147
-3124.8,6.32661
-3124.4,6.24468
-3124,6.28526
-3123.6,6.23197
-3123.2,6.09336
-3122.8,6.05359
-3122.4,6.10638
-3122,5.84647
-3121.6,6.12384
-3121.2,5.94992
-3120.8,6.05754
-3120.4,6.01741
-3120,5.84769
-3119.6,6.02621
-3119.2,6.06597
-3118.8,6.09254
-3118.4,5.91632
-3118,6.0309
-3117.6,5.86501
-3117.2,5.76802
-3116.8,5.86572
-3116.4,5.9491
-3116,5.79341
-3115.6,5.97107
-3115.2,5.61648
-3114.8,5.60797
-3114.4,5.79086
-3114,5.58718
-3113.6,5.61241
-3113.2,5.86142
-3112.8,6.00097
-3112.4,5.62839
-3112,5.62359
-3111.6,5.75445
-3111.2,5.49035
-3110.8,5.70599
-3110.4,5.42259
-3110,5.33103
-3109.6,5.67794
-3109.2,5.56765
-3108.8,5.47051
-3108.4,5.65607
-3108,5.42467
-3107.6,5.42036
-3107.2,4.96807
-3106.8,5.10012
-3106.4,5.56718
-3106,5.25339
-3105.6,5.29454
-3105.2,5.21002
-3104.8,5.36861
-3104.4,5.26105
-3104,5.37646
-3103.6,5.23017
-3103.2,5.12698
-3102.8,5.21459
-3102.4,4.86372
-3102,5.13032
-3101.6,4.84496
-3101.2,5.34143
-3100.8,5.04837
-3100.4,5.08992
-3100,4.86974
-3099.6,5.0598
-3099.2,4.92929
-3098.8,4.86328
-3098.4,4.97457
-3098,4.65774
-3097.6,4.98488
-3097.2,4.69369
-3096.8,4.81625
-3096.4,4.8529
-3096,4.51879
-3095.6,4.72735
-3095.2,4.73564
-3094.8,4.55957
-3094.4,4.52974
-3094,4.5257
-3093.6,4.50486
-3093.2,4.35058
-3092.8,4.50947
-3092.4,4.60658
-3092,4.4232
-3091.6,4.36139
-3091.2,4.10443
-3090.8,4.11625
-3090.4,4.36564
-3090,4.21612
-3089.6,4.20007
-3089.2,4.23537
-3088.8,4.3043
-3088.4,4.24184
-3088,4.10216
-3087.6,4.31697
-3087.2,4.08687
-3086.8,4.21758
-3086.4,4.11172
-3086,3.9246
-3085.6,4.27979
-3085.2,4.0427
-3084.8,3.96551
-3084.4,4.08211
-3084,3.80615
-3083.6,4.01156
-3083.2,3.8808
-3082.8,3.70883
-3082.4,3.88867
-3082,3.77526
-3081.6,3.63395
-3081.2,3.4965
-3080.8,3.72102
-3080.4,3.45306
-3080,3.73052
-3079.6,3.50557
-3079.2,3.68586
-3078.8,3.47836
-3078.4,3.33017
-3078,3.30457
-3077.6,3.42073
-3077.2,3.44595
-3076.8,3.44984
-3076.4,3.28169
-3076,3.38694
-3075.6,3.36847
-3075.2,3.14455
-3074.8,3.20996
-3074.4,3.24982
-3074,3.30805
-3073.6,3.19597
