x,y
429.5103437579171,280.2917800339323
429.18626428237457,279.5466192378497
431.4692765802382,279.59538040058845
433.1256052807404,281.17904003791523
433.49720773006857,280.08999331517157
435.69640190491367,280.42472234913515
434.79725558558096,281.27160390784763
436.9398814277563,280.9203945405963
432.7609211197915,280.6314108824999
432.63305097836417,279.75213482155146
433.2796692416324,278.1218750995307
432.10206001484624,278.4357152360702
432.312415312566,278.44956564100687
433.6503584539903,278.608174917328
434.18402770456396,277.79247144845755
435.7674480264321,280.0133282309154
434.6789909137178,280.2147520491831
433.6188439024807,279.2207387398573
435.2736573355453,280.987401150014
434.5561359252274,283.23259363239345
436.42808031566545,284.9162350263312
437.67239253653213,281.24849445996887
440.8981676246205,282.4650386988868
444.1101564370816,280.9746165410175
447.49585087435446,280.905973471185
447.64851497522466,277.1322550909212
449.1108916783384,275.64101675100187
451.40697739021965,276.14876627136323
451.5084244768203,275.313321105087
450.3659676424171,276.7553782093839
451.1315808233338,276.4048782216047
450.55563020774935,275.1415162951148
453.38788799899993,275.04897408692295
453.8176918174258,275.5702465265923
454.76145752261453,275.6818728979896
451.9646578358016,272.45476696786835
449.901554959214,273.5191006537137
451.7803697410696,274.1739390606058
450.6404088429241,272.88987404935784
453.44650748766134,269.82130469807635
450.50299416775334,267.9614594589968
452.3053378809252,269.3431604798486
454.2424917530411,268.6708783624405
454.7836008200578,268.0083518335809
456.28771244205575,266.78934214263535
458.5419863527649,266.7416615172357
457.0359598859413,267.06712262692304
460.4137253580147,269.8842769332474
460.42031665925737,270.26662727557374
462.56610747909065,269.0376059998572
460.6734987904927,269.40719871779044
458.80621358748454,267.99606456789144
461.09340305370006,269.95526789633215
463.72807003875084,269.84203412185514
463.2677970715134,269.16579864988296
464.89391516394267,269.18208085087423
461.1006956492696,267.304066425482
461.7746225552106,269.1488242841197
461.99359004624387,275.6388376187864
465.9701668584682,272.4983534790378
467.08582158545255,273.71340958923093
466.7357592326367,274.78474519120385
467.56235686565265,276.3408879046795
467.4906372670977,276.81934409733236
466.82754373533373,277.09470619183423
465.77337560673016,275.7269997717441
462.4729424001741,271.78886960337223
462.27232785851766,272.5732202688607
459.58142856092394,271.5315481336317
458.746127832812,270.96962380280445
458.4573910564897,270.7685884993524
458.26598105890497,273.99866872188295
455.7859400303087,272.2503808567613
453.64607448745056,268.22362411968845
453.7058755291352,266.49444748779575
454.02618912195265,266.8853303242572
455.23079302463026,265.9411352689882
458.4883845197827,264.9357665232478
