x,y
156.814507428215,217.7446810067304
166.2980674882883,211.3296847991826
165.8833029196663,211.33557008307469
163.4647532807152,209.59334528851855
164.22895541592032,209.73881644789245
163.44539923130264,209.49048473758572
166.21639010177904,211.95418105349418
164.3439693400026,213.40666303144693
163.25624683245215,214.2405956292578
165.37524243641747,214.37176932938021
163.2988641948942,212.69859088270113
162.01368469390303,214.88255478692392
163.2657962782105,214.749656676792
162.15883872266892,213.3025693766554
162.04953144092732,216.3875144492601
164.12933703454345,217.7630660407477
163.14891505768546,219.5726582638017
164.56459317571122,216.89213740113658
165.4200143937206,216.43761745881423
164.86521162845779,217.3450775811311
163.02342317431913,214.48398112092255
162.23470090477375,214.9704951101348
161.13076777402574,218.55361036173514
161.61844902711783,216.92177439106732
162.31248872352097,216.3347528998779
163.3898207298502,215.47154826291592
162.8342253293445,215.7223217716959
163.75760001122137,215.56978539773002
162.6593422063275,213.6417215660401
158.5940668669478,214.87707800783383
157.99635229271811,216.34660073644608
155.851640602034,215.46325754757183
157.15584132117388,214.93395054847244
157.48070456849794,219.418849880132
157.9443201755167,217.77544565242525
160.4394058312224,216.61628169548615
161.69289540744074,219.253384277566
161.0981670470626,218.05755880734134
161.63936111072886,213.08794643031513
159.39277112083045,215.2871621874331
157.3604895400257,215.03785331173486
158.82967089682555,216.04466061310148
160.2610402432237,216.32031392915124
160.27751451644224,214.81277377009908
161.0642480714979,215.5870377142272
159.62149179631828,214.38689552087402
161.58274005417408,213.32139549760558
160.4256767518527,210.7881922828694
160.5475745797664,209.82855401813222
162.5224984831021,208.76179168972763
163.02778708473002,207.98009679523668
164.06746994642106,208.4793831463199
162.48642280531965,206.99934892782426
159.57972387422458,208.27174991219084
160.5052891887502,210.08742002370346
159.4897095020446,205.40028697641023
156.314957422368,207.2076955130093
157.7722839288898,208.37901176635472
157.42445545298128,210.13099933290894
159.7104365034675,212.85455681266217
160.69104690441242,209.37264822749523
157.96516915087184,209.16526944944744
157.61691385077697,210.7004470368665
159.14397071193693,213.25951850665476
160.3068843538792,211.93057493387056
159.54944519754352,212.02389479386144
159.72921591246032,209.24454070753083
160.29624774911332,211.2964031957337
161.01747259470898,211.10407804484242
161.34184312793852,212.50703674946905
159.17081477131416,211.65296333008146
155.3415308132409,212.8816825133982
154.40307062953377,211.61805941122324
154.43783019453383,213.615161618961
153.59346407677717,214.39881996453374
153.50240859671592,216.74444479412335
154.67212083879605,217.72946770839792
154.88129267009592,215.25487293883774
154.993831038063,213.50410149406213
153.45300238617622,212.6669773383505
154.7507507385363,214.9397001907709
152.35197980191606,217.33910296272217
151.92850726575705,216.10959660097438
150.3159972922174,218.15573594583054
150.65261272286244,218.96247677837135
150.91981760970307,217.25807951591437
154.82135230595048,218.9094062373903
154.31601069292404,219.76644238115145
151.94159817987492,219.20535594764547
149.98897546890313,220.2242533527671
148.19214837632524,221.74867049809967
150.4175180260785,220.02098241482048
151.01485064069837,220.2470824408371
153.78712555028096,222.92163863596775
155.14022274755803,225.8342779868521
155.31402326775927,225.96290536539885
