x,y
165.11745334421659,213.23138364055637
165.096629193032,211.03280731956153
166.53594074058842,212.13570876473054
165.71645031257748,210.48501235749862
165.22577553812323,213.04800790855478
167.68769974546532,212.9455735126094
168.60318007172643,213.63509423843254
164.78333542402038,212.98817828834183
163.68874607611352,212.291106476023
164.46863697524492,214.9979055048932
163.93580930656356,213.94693561948523
161.11503347080915,214.19028700073247
157.0795007281352,213.5968440474982
157.82367128011336,212.5412381324713
157.126353210171,211.9364867559671
156.13318028685475,211.3295420376566
154.9166128349966,213.97740890778394
153.60481372670236,214.43902744086756
153.19578204043353,214.47953496495256
153.9828947457286,212.60698516826636
153.63545207378763,213.0143852235423
153.03176708544072,211.46831251804713
150.44677143425764,212.4449169942769
151.54951328329074,211.0082037669692
151.6546219911303,209.8284259770963
150.8687502052268,210.53152400554336
151.54197266855772,208.55541330046563
152.95433930188943,210.22851986559144
150.74118424291458,210.40271943730949
150.2749366369471,209.85599959896362
151.40325024857648,207.28904823957532
150.72662099615118,207.46465988577998
151.71663765080456,207.12460958349578
154.97659657730685,207.12863811983672
153.70014085101764,203.54998658655427
151.96980666389805,203.06567361673655
150.68341866685165,204.94334875666826
151.7865098908265,206.636702432626
151.85202613368628,207.1562115315751
151.76478554143836,208.05819346402896
149.86927987369018,209.50201495113646
153.21017738306352,208.37816507098808
152.761015029189,206.76646104902457
154.5482715927017,207.49343784605054
155.31443493115634,206.57059689526122
156.6520056153374,206.9600966482152
156.53781048116525,205.8242701524465
153.9129463469322,208.3690434967797
155.90538407945067,206.620686116612
158.03835532845156,211.05691529515727
158.68348103149626,212.2301833567886
159.02761053492316,213.22252733177595
158.76600164717334,211.02404755191276
156.54293461767432,212.4896249048092
158.85662580603363,211.01862742012165
156.49664972935852,212.69370331310225
158.24456852415247,212.35030511852736
158.7747250156987,214.12799693310237
161.10493554017535,213.32548010662913
161.7017655918008,214.6364674158207
162.8493351562493,217.88870031398557
161.11223353269415,220.1423074977951
159.8434325154783,218.4168433124791
161.96445832953964,217.64635864205937
161.30945702261423,217.2472721718931
162.97393118424026,216.7624771572044
160.6468861458191,214.66415556073926
159.57528688431657,212.8011831543486
158.78135432090565,210.35969448428068
159.18355400824075,211.36496905630656
160.41413410709444,210.07615814569303
159.71846748328642,211.6247219847051
156.41407320945933,209.9141113545802
159.0822601743173,213.09597814942228
161.04908601892075,214.8533063132132
162.88276211019462,213.46350388106563
163.99218752292884,213.2574175218651
163.56659973350972,210.46154607694754
160.43339912959425,211.22592954300964
157.8306749745315,210.92165441455558
158.94429789172642,211.03657363952118
159.46935705728788,210.20742358473683
160.71340320503583,210.74818854637974
157.3509177216458,212.87197764791628
158.7052164758489,211.0587847438619
157.28196852631422,211.28015521139
157.4661498808255,214.07756636486712
157.3364659579224,213.91537857946923
154.90619912888093,211.90118083520804
156.70866444162232,211.48256833357016
155.30903687313307,213.06772765953014
