199.52,-3.45718
199.56,-4.38472
199.6,-4.04743
199.64,-2.52964
199.68,-3.98419
199.72,-4.19499
199.76,-4.19499
199.8,-4.00527
199.84,-3.81555
199.88,37.0382
199.92,26.1818
199.96,9.3386
200,-8.68511
200.04,-22.0922
200.08,-28.7115
200.12,-28.3953
200.16,-18.8458
200.2,-1.62319
200.24,16.4427
200.28,31.7892
200.32,40.643
200.36,40.1581
200.4,33.9605
200.44,21.2279
200.48,0.758893
200.52,-18.7615
200.56,-31.6838
200.6,-36.3215
200.64,-30.419
200.68,-19.7523
200.72,-2.23452
200.76,15.22
200.8,27.8472
200.84,33.9605
200.88,31.6838
200.92,20.2793
200.96,2.08696
201,-18.1713
201.04,-35.2253
201.08,-42.6667
201.12,-42.751
201.16,-32.0632
201.2,-13.4282
201.24,3.96311
201.28,25.9289
201.32,37.7549
201.36,40.1581
201.4,34.5296
201.44,21.7128
201.48,3.2253
201.52,-14.0817
201.56,-29.2174
201.6,-34.6983
201.64,-31.9368
201.68,-21.7128
201.72,-5.10145
201.76,14.7141
201.8,31.0725
201.84,38.8511
201.88,35.3307
201.92,25.3175
201.96,7.63109
202,-12.2055
202.04,-33.0962
202.08,-46.5033
202.12,-47.9578
202.16,-40.1792
202.2,-25.5916
202.24,-4.34256
202.28,14.6509
202.32,29.112
202.36,34.0448
202.4,27.6153
202.44,15.5362
202.48,-3.03557
202.52,-21.8393
202.56,-37.249
202.6,-44.0158
202.64,-40.1581
202.68,-28.2055
202.72,-9.90777
202.76,14.6298
202.8,30.0184
202.84,41.6337
202.88,39.7365
202.92,29.0277
202.96,9.1278
203,-13.9763
203.04,-31.5784
203.08,-42.4137
203.12,-43.3202
203.16,-32.8221
203.2,-14.2714
203.24,6.95652
203.28,25.9499
203.32,40.6008
203.36,42.9829
203.4,35.9209
203.44,21.1225
203.48,1.0751
203.52,-18.2134
203.56,-32.8011
203.6,-36.448
203.64,-33.0962
203.68,-20.8906
203.72,-0.337286
203.76,20.3426
203.8,36.4901
203.84,45.1752
203.88,43.4677
203.92,31.7892
203.96,13.0066
204,-6.34519
204.04,-25.3597
204.08,-36.469
204.12,-38.5982
204.16,-29.4914
204.2,-15.5362
204.24,2.95125
204.28,22.2609
204.32,33.6864
204.36,36.195
204.4,29.913
204.44,16.7378
204.48,-4.55336
204.52,-24.7273
204.56,-39.1673
204.6,-46.4822
204.64,-43.4677
204.68,-32.4638
204.72,-11.6153
204.76,8.64295
204.8,26.0764
204.84,33.2227
204.88,32.8854
204.92,23.7997
204.96,6.51383
205,-16.253
205.04,-32.3373
205.08,-42.0553
205.12,-45.6812
205.16,-34.2134
205.2,-18.7826
205.24,2.97233
205.28,21.7339
205.32,36.2372
205.36,43.4677
205.4,40.9802
205.44,27.2148
205.48,11.4045
205.52,-7.82082
205.56,-21.4387
205.6,-28.3953
205.64,-28.7958
205.68,-17.2227
205.72,0.168643
205.76,18.6561
205.8,30.2292
205.84,41.1067
205.88,44.2477
205.92,33.9816
205.96,17.8762
206,-1.72859
206.04,-21.6917
206.08,-31.3887
206.12,-35.0777
206.16,-30.0395
206.2,-16.1686
206.24,0.147563
206.28,18.2556
206.32,30.8406
206.36,34.108
206.4,29.9974
206.44,19.8999
206.48,3.73123
206.52,-9.48617
206.56,-22.4295
206.6,-29.3439
206.64,-30.5244
206.68,-20.469
206.72,-5.12253
206.76,11.805
206.8,27.5942
206.84,36.7431
206.88,36.8906
206.92,30.9249
206.96,17.0962
207,0.295125
207.04,-15.1989
207.08,-27.025
207.12,-32.78
207.16,-33.0119
207.2,-21.5231
207.24,-7.88406
207.28,7.42029
207.32,20.8906
207.36,28.1001
207.4,27.6574
207.44,20.9117
207.48,5.71278
207.52,-11.2358
207.56,-25.8445
207.6,-33.6864
207.64,-35.9842
207.68,-27.1726
207.72,-15.9368
207.76,1.34914
207.8,18.2556
207.84,26.5823
207.88,30.0606
207.92,23.2727
207.96,13.0066
208,-3.35178
208.04,-19.5415
208.08,-28.3953
208.12,-34.0237
208.16,-32.9486
208.2,-25.2121
208.24,-8.41107
208.28,7.71542
208.32,19.8999
208.36,25.7602
208.4,24.9381
208.44,17.1594
208.48,5.03821
208.52,-10.1818
208.56,-22.7879
208.6,-31.1989
208.64,-33.0329
208.68,-25.4229
208.72,-13.5125
208.76,1.77075
208.8,16.2108
208.84,29.5968
208.88,34.1502
208.92,31.1779
208.96,21.5863
209,7.75758
209.04,-6.95652
209.08,-19.7312
209.12,-29.0698
209.16,-27.7207
209.2,-18.635
209.24,-7.71542
209.28,5.54414
209.32,18.4875
209.36,27.8261
209.4,28.4374
209.44,22.8933
209.48,9.78129
209.52,-1.64427
209.56,-17.9605
209.6,-26.4137
209.64,-31.9368
209.68,-28.6693
209.72,-18.0026
209.76,-5.12253
209.8,9.35968
209.84,17.1594
209.88,23.2306
209.92,21.3333
209.96,13.8076
210,-1.26482
210.04,-16.1265
210.08,-28.7958
210.12,-36.5534
210.16,-37.3123
210.2,-30.9038
210.24,-20.7642
210.28,-5.35441
210.32,8.07378
210.36,21.0804
210.4,25.0856
210.44,22.3452
210.48,13.8709
210.52,1.32806
210.56,-14.8827
210.6,-25.6337
210.64,-30.9249
210.68,-28.5007
210.72,-18.3399
210.76,-2.99341
210.8,12.6271
210.84,24.6851
210.88,32.9486
210.92,34.4453
210.96,26.751
211,13.3228
211.04,-2.23452
211.08,-17.1383
211.12,-25.6548
211.16,-32.5059
211.2,-26.9407
211.24,-17.054
211.28,-1.60211
211.32,15.4519
211.36,23.9473
211.4,30.0606
211.44,25.5494
211.48,14.7984
211.52,-0.695652
211.56,-15.9789
211.6,-29.0066
211.64,-36.0685
211.68,-35.2253
211.72,-25.2754
211.76,-13.7444
211.8,1.53887
211.84,18.2134
211.88,27.2991
211.92,34.2978
211.96,31.0725
212,22.6614
212.04,7.86298
212.08,-9.97101
212.12,-19.1831
212.16,-27.2148
212.2,-22.4506
212.24,-12.3531
212.28,0.210804
212.32,19.2675
212.36,29.9552
212.4,35.5204
212.44,34.9513
212.48,28.6693
212.52,13.7655
212.56,-2.4664
212.6,-16.6957
212.64,-30.1028
212.68,-32.3794
212.72,-27.0672
212.76,-15.0303
212.8,0.864295
212.84,15.9157
212.88,27.4256
212.92,31.22
212.96,30.2714
213,22.9354
213.04,6.57708
213.08,-9.46509
213.12,-24.8538
213.16,-33.3702
213.2,-34.6561
213.24,-26.8564
213.28,-10.8775
213.32,5.64954
213.36,20.9117
213.4,30.8617
213.44,32.1265
213.48,27.1304
213.52,12.1212
213.56,-4.99605
213.6,-23.0198
213.64,-37.3333
213.68,-40.5797
213.72,-37.6495
213.76,-25.697
213.8,-9.54941
213.84,9.46509
213.88,26.2661
213.92,31.3676
213.96,30.3557
214,18.7194
214.04,5.12253
214.08,-11.8893
214.12,-28.2477
214.16,-36.0896
214.2,-36.2161
214.24,-29.5336
214.28,-13.1542
214.32,6.95652
214.36,24.5586
214.4,35.4572
214.44,41.4229
214.48,35.4993
214.52,22.1765
214.56,4.08959
214.6,-13.913
214.64,-26.5823
214.68,-32.3794
214.72,-30.5033
214.76,-15.5362
214.8,1.01186
214.84,18.7194
214.88,34.2767
214.92,42.3926
214.96,41.4651
215,32.8011
215.04,14.9881
215.08,-5.35441
215.12,-26.8986
215.16,-37.9447
215.2,-39.9262
215.24,-32.7167
215.28,-18.9302
215.32,-0.990778
215.36,16.0422
215.4,26.9618
215.44,31.2411
215.48,23.5889
215.52,11.004
215.56,-6.91436
215.6,-26.0764
215.64,-40.8959
215.68,-47.7049
215.72,-45.3439
215.76,-31.0303
215.8,-14.5244
215.84,5.71278
215.88,21.9447
215.92,30.7563
215.96,33.2016
216,25.7391
216.04,11.6785
216.08,-8.87484
216.12,-26.4559
216.16,-37.2069
216.2,-40.643
216.24,-31.3887
216.28,-16.5692
216.32,2.74045
216.36,21.8182
216.4,35.1199
216.44,41.17
216.48,35.2253
216.52,19.5626
216.56,-0.611331
216.6,-22.7457
216.64,-38.8933
216.68,-46.1239
216.72,-44.3109
216.76,-30.7984
216.8,-14.7984
216.84,5.33333
216.88,24.1792
216.92,32.1054
216.96,34.2345
217,26.4137
217.04,9.06456
217.08,-6.57707
217.12,-26.6877
217.16,-35.5837
217.2,-37.1647
217.24,-28.4796
217.28,-14.1238
217.32,4.65876
217.36,24.5165
217.4,38.303
217.44,42.498
217.48,40.5165
217.52,25.8235
217.56,4.53228
217.6,-15.4941
217.64,-30.2714
217.68,-39.1884
217.72,-37.9657
